0x00191072|DS|1|KB|Z chan avg over views|GEMS_ACQU_01|
0x00191073|DS|1|KB|Avg of left ref chans over views|GEMS_ACQU_01|
0x00191074|DS|1|KB|Max left chan over views|GEMS_ACQU_01|
0x00191075|DS|1|KB|Avg of right ref chans over views|GEMS_ACQU_01|
0x00191076|DS|1|KB|Max right chan over views|GEMS_ACQU_01|
0x001910da|SS|1|KB|Reference channel used|GEMS_ACQU_01|
0x001910db|DS|1|KB|Back projector coefficient|GEMS_ACQU_01|
0x001910dc|SS|1|KB|Primary speed correction used|GEMS_ACQU_01|
0x001910dd|SS|1|KB|Overrange correction used|GEMS_ACQU_01|
0x001910de|DS|1|KB|Dynamic Z alpha value|GEMS_ACQU_01|
#||||||
0x00210010|LO|1|K|GEHC Private Creator ID|GEMS_RELA_01|
0x00211003|SS|1|R|Series from which Prescribed|GEMS_RELA_01|
0x00211005|SH|1|R|Genesis Version - now|GEMS_RELA_01|
0x00211007|UL|1|X|Series Record checksum|GEMS_RELA_01|
0x00211018|SH|1|R|Genesis version - Now|GEMS_RELA_01|
0x00211019|UL|1|X|Acqrecon record checksum|GEMS_RELA_01|
0x00211035|SS|1|R|Series Prescribed From|GEMS_RELA_01|
0x00211036|SS|1|R|Image Prescribed From|GEMS_RELA_01|
0x00211037|SS|1|KB|Screen Format|GEMS_RELA_01|
0x0021014a|LO|1|R|Anatomical reference for scout|GEMS_RELA_01|
0x00211090|SS|1|KB|Tube focal spot position|GEMS_RELA_01|
0x00211091|SS|1|KB|Biopsy position|GEMS_RELA_01|
0x00211092|FL|1|KB|Biopsy T location|GEMS_RELA_01|
0x00211093|FL|1|KB|Biopsy ref location|GEMS_RELA_01|
#||||||
0x00230010|LO|1|X|GEHC Private Creator ID|GEMS_STDY_01|
0x00231070|FD|1|X|Start time(secs) in first axial|GEMS_STDY_01|
0x00231074|SL|1|X|No. of updates to header|GEMS_STDY_01|
0x0023107d|SS|1|X|Indicates if the study has complete info (DICOM/genesis)|GEMS_STDY_01|
#||||||
0x00250010|LO|1|K|GEHC Private Creator ID|GEMS_SERS_01|
0x00251006|SS|1|KB|Last pulse sequence used|GEMS_SERS_01|
0x00251007|SL|1|KB|Images in Series|GEMS_SERS_01|
0x00251010|SL|1|KB|Landmark Counter|GEMS_SERS_01|
0x00251011|SS|1|KB|Number of Acquisitions|GEMS_SERS_01|
0x00251017|SL|1|X|Series Complete Flag|GEMS_SERS_01|
0x00251018|SL|1|X|Number of images archived|GEMS_SERS_01|
0x00251019|SL|1|X|Last image number used|GEMS_SERS_01|
0x0025101a|SH|1|X|Primary Receiver Suite and Host|GEMS_SERS_01|
#||||||
0x00270010|LO|1|K|GEHC Private Creator ID|GEMS_IMAG_01|
0x00271006|SL|1|X|Image archive flag|GEMS_IMAG_01|
0x00271010|SS|1|KB|Scout Type|GEMS_IMAG_01|
0x0027101c|SL|1|KB|Vma mamp|GEMS_IMAG_01|
0x0027101d|SS|1|KB|Vma phase|GEMS_IMAG_01|
0x0027101e|SL|1|KB|Vma mod|GEMS_IMAG_01|
# Start||||Duplicate to support aliases||
0x0027101f|SL|1|KB|GE Noise Index * 10|GEMS_IMAG_01|
0x0027101f|SL|1|KB|Vma clip|GEMS_IMAG_01|
# End||||||
0x00271020|SS|1|KB|Smart scan  ON/OFF flag|GEMS_IMAG_01|
0x00271030|SH|1|R|Foreign Image Revision|GEMS_IMAG_01|
0x00271035|SS|1|KB|Plane Type|GEMS_IMAG_01|
0x00271040|SH|1|R|RAS letter of image location|GEMS_IMAG_01|
0x00271041|FL|1|KB|Image Location|GEMS_IMAG_01|
0x00271042|FL|1|KB|Center R coord of plane image|GEMS_IMAG_01|
0x00271043|FL|1|KB|Center A coord of plane image|GEMS_IMAG_01|
0x00271044|FL|1|KB|Center S coord of plane image|GEMS_IMAG_01|
0x00271045|FL|1|KB|Normal R coord|GEMS_IMAG_01|
0x00271046|FL|1|KB|Normal A coord|GEMS_IMAG_01|
0x00271047|FL|1|KB|Normal S coord|GEMS_IMAG_01|
0x00271048|FL|1|KB|R Coord of Top Right Corner|GEMS_IMAG_01|
0x00271049|FL|1|KB|A Coord of Top Right Corner|GEMS_IMAG_01|
0x0027104a|FL|1|KB|S Coord of Top Right Corner|GEMS_IMAG_01|
0x0027104b|FL|1|KB|R Coord of Bottom Right Corner|GEMS_IMAG_01|
0x0027104c|FL|1|KB|A Coord of Bottom Right Corner|GEMS_IMAG_01|
0x0027104d|FL|1|KB|S Coord of Bottom Right Corner|GEMS_IMAG_01|
0x00271050|FL|1|KB|Table start location|GEMS_IMAG_01|
0x00271051|FL|1|KB|Table end location|GEMS_IMAG_01|
0x00271052|SH|1|R|RAS letter for side of image|GEMS_IMAG_01|
0x00271053|SH|1|R|RAS letter for anterior/posterior|GEMS_IMAG_01|
0x00271054|SH|1|R|RAS letter for scout start loc|GEMS_IMAG_01|
0x00271055|SH|1|R|RAS letter for scout end loc|GEMS_IMAG_01|
#||||||
0x00290010|LO|1|K|GEHC Private Creator ID|GEMS_CT_FLRO_01|
0x00291101|SS|1|K|CT Int Fluoro|GEMS_CT_FLRO_01|
0x00291102|DS|1|K|Image Precise Location|GEMS_CT_FLRO_01|
#||||||
0x00290010|LO|1|K|GEHC Private Creator ID|GEMS_IMPS_01|
0x00291004|SL|1|KB|Lower range of Pixels1|GEMS_IMPS_01|
0x00291005|DS|1|KB|Lower range of Pixels1|GEMS_IMPS_01|
0x00291006|DS|1|KB|Lower range of Pixels1|GEMS_IMPS_01|
0x00291007|SL|1|KB|Lower range of Pixels1|GEMS_IMPS_01|
0x00291008|SH|1|R|Lower range of Pixels1|GEMS_IMPS_01|
0x00291009|SH|1|R|Lower range of Pixels1|GEMS_IMPS_01|
0x0029100a|SS|1|KB|Lower range of Pixels1|GEMS_IMPS_01|
0x00291026|SS|1|KB|Version of the hdr struct|GEMS_IMPS_01|
0x00291034|SL|1|KB|Advantage comp. Overflow|GEMS_IMPS_01|
#||||||
0x00390010|LO|1|K|GEHC Private Creator ID|GEMS_0039|
0x00391095|LO|1|R|SR Application Name|GEMS_0039|
#||||||
0x00430010|LO|1|K|GEHC Private Creator ID|GEMS_PARM_01|
0x00431010|US|1|KB|Window value|GEMS_PARM_01|
0x00431011|US|1|KB|Total input views|GEMS_PARM_01|
0x00431012|SS|3|KB|X-ray chain|GEMS_PARM_01|
0x00431013|SS|5|KB|Decon kernel parameters|GEMS_PARM_01|
0x00431014|SS|3|KB|Calibration parameters|GEMS_PARM_01|
0x00431015|SS|3|KB|Total output views|GEMS_PARM_01|
0x00431016|SS|5|KB|Number of overranges|GEMS_PARM_01|
0x00431017|DS|1|KB|IBH image scale factors|GEMS_PARM_01|
0x00431018|DS|3|KB|BBH coefficients|GEMS_PARM_01|
0x00431019|SS|1|KB|Number of BBH chains to blend|GEMS_PARM_01|
0x0043101a|SL|1|KB|Starting channel number|GEMS_PARM_01|
0x0043101b|SS|1|KB|Ppscan parameters|GEMS_PARM_01|
0x0043101c|SS|1|KB|GE image integrity|GEMS_PARM_01|
0x0043101d|SS|1|KB|Level value|GEMS_PARM_01|
0x0043101e|DS|1|R|Delta start time|GEMS_PARM_01|
0x0043101f|SL|1|KB|Max overranges in a view|GEMS_PARM_01|
0x00431020|DS|1|KB|Avg overranges all views|GEMS_PARM_01|
0x00431021|SS|1|KB|Corrected after glow terms|GEMS_PARM_01|
0x00431025|SS|6|KB|Reference channels|GEMS_PARM_01|
0x00431026|US|6|KB|No views ref chans blocked|GEMS_PARM_01|
0x00431027|SH|1|KB|Scan pitch ratio|GEMS_PARM_01|
0x00431028|OB|1|X|Unique image iden|GEMS_PARM_01|
0x00431029|OB|1|X|Histogram tables|GEMS_PARM_01|
0x0043102a|OB|1|X|User defined data|GEMS_PARM_01|
0x0043102b|SS|4|R|Private Scan Options|GEMS_PARM_01|
0x00431031|DS|"2,3"|KB|RA cord of target recon center|GEMS_PARM_01|
0x00431040|FL|4|KB|Trigger on position|GEMS_PARM_01|
0x00431041|FL|4|KB|Degree of rotation|GEMS_PARM_01|
0x00431042|SL|4|KB|DAS trigger source|GEMS_PARM_01|
0x00431043|SL|4|KB|DAS fpa gain|GEMS_PARM_01|
0x00431044|SL|4|KB|DAS output source|GEMS_PARM_01|
0x00431045|SL|4|KB|DAS ad input|GEMS_PARM_01|
0x00431046|SL|4|KB|DAS cal mode|GEMS_PARM_01|
0x00431047|SL|4|KB|DAS cal frequency|GEMS_PARM_01|
0x00431048|SL|4|KB|DAS reg xm|GEMS_PARM_01|
0x00431049|SL|4|KB|DAS auto zero|GEMS_PARM_01|
0x0043104a|SS|4|KB|Starting channel of view|GEMS_PARM_01|
0x0043104b|SL|4|KB|DAS xm pattern|GEMS_PARM_01|
0x0043104c|SS|4|KB|TGGC trigger mode|GEMS_PARM_01|
0x0043104d|FL|4|R|Start scan to X-ray on delay|GEMS_PARM_01|
0x0043104e|FL|4|KB|Duration of X-ray on|GEMS_PARM_01|
0x00431063|SH|1|R|Raw Data ID|GEMS_PARM_01|
0x00431064|LO|1|R|Recon filter|GEMS_PARM_01|
0x00431065|US|1|KB|Motion Correction Indicator|GEMS_PARM_01|
0x00431066|US|1|KB|Helical Correction Indicator|GEMS_PARM_01|
0x00431067|US|1|KB|IBO Correction Indicator|GEMS_PARM_01|
#||||Duplicate entry to support aliases||
0x00431068|US|1|KB|XT Correction Indicator|GEMS_PARM_01|
0x00431068|US|1|KB|Cross-Talk Correction Indicator|GEMS_PARM_01|
# End||||||
0x00431069|US|1|KB|Q-cal Correction Indicator|GEMS_PARM_01|
#||||Duplicate to support an alias for name||
0x0043106a|US|1|KB|AV Correction Indicator|GEMS_PARM_01|
0x0043106a|US|1|KB|Afterglow Correction Indicator|GEMS_PARM_01|
#||||Duplicate to support an alias for name||
0x0043106b|US|1|KB|L-MDK Correction Indicator|GEMS_PARM_01|
0x0043106b|US|1|KB|Local Decon Correction Indicator|GEMS_PARM_01|
0x0043106c|IS|1|KB|Detector Row|GEMS_PARM_01|
#||||Duplicate to support an alias for name||
0x0043106d|US|1|KB|Area Size|GEMS_PARM_01|
0x0043106d|US|1|KB|Z-smoothing Size|GEMS_PARM_01|
0x0043106e|SH|1|KB|Auto mA Mode|GEMS_PARM_01|
#||||||
0x00450010|LO|1|K|GEHC Private Creator ID|GEMS_HELIOS_01|
0x00451001|SS|1|KB|Number of Macro Rows in Detector|GEMS_HELIOS_01|
0x00451002|FL|1|KB|Macro width at ISO Center|GEMS_HELIOS_01|
0x00451003|SS|1|KB|DAS type|GEMS_HELIOS_01|
0x00451004|SS|1|KB|DAS gain|GEMS_HELIOS_01|
0x00451005|SS|1|KB|DAS Temprature|GEMS_HELIOS_01|
0x00451006|CS|1|R|Table Direction|GEMS_HELIOS_01|
0x00451007|FL|1|KB|Z smoothing Factor|GEMS_HELIOS_01|
0x00451008|SS|1|KB|View Weighting Mode|GEMS_HELIOS_01|
0x00451009|SS|1|KB|Sigma Row number|GEMS_HELIOS_01|
0x0045100a|FL|1|KB|Minimum DAS value|GEMS_HELIOS_01|
0x0045100b|FL|1|KB|Maximum Offset Value|GEMS_HELIOS_01|
0x0045100c|SS|1|KB|Number of Views shifted|GEMS_HELIOS_01|
0x0045100d|SS|1|KB|Z tracking Flag|GEMS_HELIOS_01|
0x0045100e|FL|1|KB|Mean Z error|GEMS_HELIOS_01|
0x0045100f|FL|1|KB|Z tracking Error|GEMS_HELIOS_01|
0x00451010|SS|1|KB|Start View 2A|GEMS_HELIOS_01|
0x00451011|SS|1|KB|Number of Views 2A|GEMS_HELIOS_01|
0x00451012|SS|1|KB|Start View 1A|GEMS_HELIOS_01|
0x00451013|SS|1|KB|Sigma Mode|GEMS_HELIOS_01|
0x00451014|SS|1|KB|Number of Views 1A|GEMS_HELIOS_01|
0x00451015|SS|1|KB|Start View 2B|GEMS_HELIOS_01|
0x00451016|SS|1|KB|Number Views 2B|GEMS_HELIOS_01|
0x00451017|SS|1|KB|Start View 1B|GEMS_HELIOS_01|
0x00451018|SS|1|KB|Number of Views 1B|GEMS_HELIOS_01|
0x00401019|SS|1|X|Air Calibration Date|GEMS_HELIOS_01|
0x0045101a|SS|1|X|Air Calibration Time|GEMS_HELIOS_01|
0x0045101b|SS|1|X|Phantom Calibration Date|GEMS_HELIOS_01|
0x0045101c|SS|1|X|Phantom Calibration Time|GEMS_HELIOS_01|
0x0045101d|SS|1|X|Z Slope Calibration Date|GEMS_HELIOS_01|
0x0045101e|SS|1|X|Z Slope Calibration Time|GEMS_HELIOS_01|
0x0045101f|SS|1|X|Cross Talk Calibration Date|GEMS_HELIOS_01|
0x00451020|SS|1|X|Cross Talk Calibration Time|GEMS_HELIOS_01|
0x00451021|SS|1|KB|Iterbone Flag|GEMS_HELIOS_01|
0x00451022|SS|1|KB|Perisstaltic Flag|GEMS_HELIOS_01|
0x00451030|CS|1|R|CardiacReconAlgorithm|GEMS_HELIOS_01|
0x00451031|CS|1|R|AvgHeartRateForImage|GEMS_HELIOS_01|
0x00451032|FL|1|KB|TemporalResolution|GEMS_HELIOS_01|
0x00451033|CS|1|R|PctRpeakDelay|GEMS_HELIOS_01|
0x00451034|CS|1|R|ActualPctRpeakDelay|GEMS_HELIOS_01|
0x00451036|CS|1|R|EkgFullMaStartPhase|GEMS_HELIOS_01|
0x00451037|CS|1|R|EkgFullMaEndPhase|GEMS_HELIOS_01|
0x00451038|CS|1|R|EkgModulationMaxMa|GEMS_HELIOS_01|
0x00451039|CS|1|R|EkgModulationMinMa|GEMS_HELIOS_01|
0x0045103b|LO|1|R|Noise ReductionImageFilterDesc|GEMS_HELIOS_01|
0x0045103f|IS|1|R|RPeakTimeDelay|GEMS_HELIOS_01|
0x00451044|IS|1|R|ActualRPeakTimeDelay|GEMS_HELIOS_01|
0x00451045|ST|1|R|CardiacScanOption|GEMS_HELIOS_01|
#||||||
0x00490010|LO|1|K|GEHC Private Creator ID|GEMS_CT_CARDIAC_001|
0x00491001|SQ|1|R|CT Cardiac Sequence|GEMS_CT_CARDIAC_001|
0x00491002|CS|1|R|HeartRateAtConfirm|GEMS_CT_CARDIAC_001|
0x00491003|FL|1|KB|AvgHeartRatePriorToConfirm|GEMS_CT_CARDIAC_001|
0x00491004|CS|1|R|MinHeartRatePriorToConfirm|GEMS_CT_CARDIAC_001|
0x00491005|CS|1|R|MaxHeartRatePriorToConfirm|GEMS_CT_CARDIAC_001|
0x00491006|FL|1|KB|StdDevHeartRate PriorToConfirm|GEMS_CT_CARDIAC_001|
0x00491007|US|1|KB|NumHeartRateSamples PriorToConfirm|GEMS_CT_CARDIAC_001|
0x00491008|CS|1|R|AutoHeartRateDetectPredict|GEMS_CT_CARDIAC_001|
0x00491009|CS|1|R|SystemOptimizedHeartRate|GEMS_CT_CARDIAC_001|
0x0049100a|ST|1|R|EkgMonitorType|GEMS_CT_CARDIAC_001|
0x0049100b|CS|1|R|NumReconSectors|GEMS_CT_CARDIAC_001|
0x0049100c|FL|1-256|KB|RpeakTimeStamps|GEMS_CT_CARDIAC_001|
0x00491016|SH|1|R|EkgGatingType|GEMS_CT_CARDIAC_001|
0x0049101b|FL|1|KB|Ekg Wave Time Off First Data Point|GEMS_CT_CARDIAC_001|
0x00491022|CS|1|R|TemporalAlg|GEMS_CT_CARDIAC_001|
0x00491023|CS|1|R|PhaseLocation|GEMS_CT_CARDIAC_001|
0x00491024|OW|1|X|PreBlendedCycle1|GEMS_CT_CARDIAC_001|
0x00491025|OW|1|X|PreBlendedCycle2|GEMS_CT_CARDIAC_001|
0x00491026|CS|1|R|CompressionAlg|GEMS_CT_CARDIAC_001|
#||||||
0x004b0010|LO|1|K|GEHC Private Creator ID|GEMS_HINO_CT_01|
0x004b1001|DS|1-n|KB|Beam Thickness|GEMS_HINO_CT_01|
0x004b1002|DS|1-n|R|R Time|GEMS_HINO_CT_01|
0x004b1003|IS|1|R|HBC number|GEMS_HINO_CT_01|
#||||||
0x00510010|LO|1|X|GEHC Private Creator ID|GEHC_CT_ADVAPP_001|
0x00511001|SQ|1|X|CTVESSequence|GEHC_CT_ADVAPP_001|
#||||||
0x00530010|LO|1|K|GEHC Private Creator ID|GEHC_CT_ADVAPP_001|
0x00531001|FL |1-n|KB|MultiEnergyNoiseRedBlendingFact|GEHC_CT_ADVAPP_001|
0x00531002|FL |1-n|KB|MultiEnergyNoiseRedScaleFact|GEHC_CT_ADVAPP_001|
0x00531003|IS |2|KB|MultiEnergyMDTransformEnergies|GEHC_CT_ADVAPP_001|
0x00531020|IS |1|KB|ShuttleFlag|GEHC_CT_ADVAPP_001|
0x00531021|IS |1|K|TableSpeedNotReachesTargetFlag|GEHC_CT_ADVAPP_001|
0x00531040|SH |1|R|IterativeReconAnnotation|GEHC_CT_ADVAPP_001|
0x00531041|SH |1|R|IterativeReconMode|GEHC_CT_ADVAPP_001|
0x00531042|LO |1|R|IterativeReconConfiguration|GEHC_CT_ADVAPP_001|
0x00531043|SH |1|R|IterativeReconLevel|GEHC_CT_ADVAPP_001|
0x00531060|SH |1|R|ReconFlipRotateAnno|GEHC_CT_ADVAPP_001|
#||||Duplicate to support aliases||
0x00531061|SH |1|R|HiResMod|GEHC_CT_ADVAPP_001|
0x00531061|SH |1|R|hiResolutionFlag|GEHC_CT_ADVAPP_001|
#||||End duplicate||
0x00531062|SH |1|R|RespiratoryFlag|GEHC_CT_ADVAPP_001|
0x00531063|CS |1|R|Image Position Patient Setting|GEHC_CT_ADVAPP_001|
0x00531064|IS |1|K|Shutter Mode|GEHC_CT_ADVAPP_001|
0x00531065|IS |1|KB|Shutter Mode Percent|GEHC_CT_ADVAPP_001|
0x00531066|LO |1|R|Image Browser Annotation|GEHC_CT_ADVAPP_001|
0x00531067|IS |1|KB|Overlapped Recon Flag|GEHC_CT_ADVAPP_001|
0x00531068|IS |1|K|Row Number Anotation Flag|GEHC_CT_ADVAPP_001|
0x00531070|IS |1|KB|MultiEnergySourceCount|GEHC_CT_ADVAPP_001|
0x00531071|LO |1|R|MultiEnergyScanType|GEHC_CT_ADVAPP_001|
0x00531072|LO |1|R|MultiEnergyReconType|GEHC_CT_ADVAPP_001|
0x00531073|LO |1|R|MultiEnergyImageType|GEHC_CT_ADVAPP_001|
0x00531074|LO |1|R|MultiEnergyMaterialType|GEHC_CT_ADVAPP_001|
